  Nz=Nparall      Px    
 -2.6354E+01  9.2843E-06
 -2.6342E+01  8.3394E-06
 -2.6330E+01  7.4125E-06
 -2.6318E+01  6.6258E-06
 -2.6307E+01  6.2379E-06
 -2.6295E+01  6.4702E-06
 -2.6283E+01  7.3382E-06
 -2.6271E+01  8.5808E-06
 -2.6259E+01  9.7281E-06
 -2.6247E+01  1.0284E-05
 -2.6235E+01  9.9422E-06
 -2.6223E+01  8.7296E-06
 -2.6211E+01  7.0127E-06
 -2.6199E+01  5.3518E-06
 -2.6187E+01  4.2690E-06
 -2.6176E+01  4.0329E-06
 -2.6164E+01  4.5554E-06
 -2.6152E+01  5.4492E-06
 -2.6140E+01  6.2143E-06
 -2.6128E+01  6.4680E-06
 -2.6116E+01  6.1093E-06
 -2.6104E+01  5.3433E-06
 -2.6092E+01  4.5584E-06
 -2.6080E+01  4.1197E-06
 -2.6068E+01  4.1815E-06
 -2.6056E+01  4.6120E-06
 -2.6045E+01  5.0679E-06
 -2.6033E+01  5.1789E-06
 -2.6021E+01  4.7495E-06
 -2.6009E+01  3.8729E-06
 -2.5997E+01  2.8963E-06
 -2.5985E+01  2.2491E-06
 -2.5973E+01  2.2206E-06
 -2.5961E+01  2.7992E-06
 -2.5949E+01  3.6640E-06
 -2.5937E+01  4.3418E-06
 -2.5925E+01  4.4633E-06
 -2.5914E+01  3.9928E-06
 -2.5902E+01  3.3128E-06
 -2.5890E+01  3.1063E-06
 -2.5878E+01  4.0762E-06
 -2.5866E+01  6.6220E-06
 -2.5854E+01  1.0621E-05
 -2.5842E+01  1.5419E-05
 -2.5830E+01  2.0050E-05
 -2.5818E+01  2.3574E-05
 -2.5806E+01  2.5407E-05
